"timestamp","players"
"2026-01-19T08:30:03Z",167053
"2026-01-19T08:35:03Z",167130
"2026-01-19T08:40:03Z",166864
"2026-01-19T08:45:02Z",166403
"2026-01-19T08:50:02Z",166360
"2026-01-19T08:55:02Z",166335
"2026-01-19T09:00:03Z",166424
"2026-01-19T09:05:02Z",166330
"2026-01-19T09:10:03Z",166369
"2026-01-19T09:15:02Z",166986
"2026-01-19T09:20:02Z",166969
"2026-01-19T09:25:03Z",167285
"2026-01-19T09:30:03Z",167184
"2026-01-19T09:35:03Z",167494
"2026-01-19T09:40:02Z",167657
"2026-01-19T09:45:02Z",167855
"2026-01-19T09:50:02Z",167803
"2026-01-19T09:55:03Z",167790
"2026-01-19T10:00:02Z",167939
"2026-01-19T10:05:02Z",167779
"2026-01-19T10:10:03Z",167831
"2026-01-19T10:15:03Z",167734
"2026-01-19T10:20:02Z",167728
"2026-01-19T10:25:02Z",168143
"2026-01-19T10:30:03Z",168043
"2026-01-19T10:35:02Z",167964
"2026-01-19T10:40:02Z",168490
"2026-01-19T10:45:03Z",168786
"2026-01-19T10:50:03Z",168494
"2026-01-19T10:55:02Z",167953
"2026-01-19T11:00:03Z",167903
"2026-01-19T11:05:02Z",167861
"2026-01-19T11:10:02Z",167943
"2026-01-19T11:15:03Z",168105
"2026-01-19T11:20:03Z",168291
"2026-01-19T11:25:02Z",167761
"2026-01-19T11:30:02Z",167673
"2026-01-19T11:35:03Z",167783
"2026-01-19T11:40:03Z",168137
"2026-01-19T11:45:02Z",168476
"2026-01-19T11:50:03Z",168442
"2026-01-19T11:55:03Z",168805
"2026-01-19T12:00:02Z",169072
"2026-01-19T12:05:03Z",169203
"2026-01-19T12:10:02Z",169112
"2026-01-19T12:15:03Z",169651
"2026-01-19T12:20:02Z",169702
"2026-01-19T12:25:02Z",170395
"2026-01-19T12:30:02Z",170597
"2026-01-19T12:35:03Z",170719
"2026-01-19T12:40:03Z",171522
"2026-01-19T12:45:03Z",172395
"2026-01-19T12:50:02Z",172908
"2026-01-19T12:55:02Z",173656
"2026-01-19T13:00:03Z",173295
"2026-01-19T13:05:03Z",174088
"2026-01-19T13:10:02Z",175179
"2026-01-19T13:15:03Z",175961
"2026-01-19T13:20:03Z",176847
"2026-01-19T13:25:02Z",178186
"2026-01-19T13:30:03Z",178673
"2026-01-19T13:35:02Z",179447
"2026-01-19T13:40:02Z",180483
"2026-01-19T13:45:03Z",181702
"2026-01-19T13:50:02Z",182841
"2026-01-19T13:55:02Z",184228
"2026-01-19T14:00:03Z",185034
"2026-01-19T14:05:03Z",185953
"2026-01-19T14:10:03Z",187141
"2026-01-19T14:15:02Z",188651
"2026-01-19T14:20:02Z",189621
"2026-01-19T14:25:03Z",190826
"2026-01-19T14:30:03Z",191909
"2026-01-19T14:35:02Z",192668
"2026-01-19T14:40:03Z",194142
"2026-01-19T14:45:02Z",195771
"2026-01-19T14:50:02Z",197135
"2026-01-19T14:55:02Z",197928
"2026-01-19T15:00:03Z",198985
"2026-01-19T15:05:03Z",199730
"2026-01-19T15:10:03Z",200176
"2026-01-19T15:15:03Z",200997
"2026-01-19T15:20:03Z",202529
"2026-01-19T15:25:03Z",202822
"2026-01-19T15:30:02Z",203951
"2026-01-19T15:35:02Z",204902
"2026-01-19T15:40:03Z",206053
"2026-01-19T15:45:03Z",207619
"2026-01-19T15:50:02Z",208150
"2026-01-19T15:55:03Z",209386
"2026-01-19T16:00:03Z",209880
"2026-01-19T16:05:04Z",210495
"2026-01-19T16:10:03Z",211590
"2026-01-19T16:15:03Z",212334
"2026-01-19T16:20:02Z",212914
"2026-01-19T16:25:03Z",213917
"2026-01-19T16:30:03Z",214035
"2026-01-19T16:35:02Z",214953
"2026-01-19T16:40:03Z",215625
"2026-01-19T16:45:02Z",216790
"2026-01-19T16:50:03Z",217061
"2026-01-19T16:55:03Z",217485
"2026-01-19T17:00:03Z",217493
"2026-01-19T17:05:03Z",217595
"2026-01-19T17:10:02Z",217770
"2026-01-19T17:15:02Z",218295
"2026-01-19T17:20:03Z",218557
"2026-01-19T17:25:02Z",219065
"2026-01-19T17:30:03Z",219930
"2026-01-19T17:35:03Z",220362
"2026-01-19T17:40:02Z",220533
"2026-01-19T17:45:03Z",220901
